State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
TX,Health Plan,74944,Loss,Network Server,No
SD,Health Plan,,Unauthorized Access/Disclosure,Email,No
CA,Healthcare Provider,13177,Theft,Network Server,No
CA,Business Associate,2691,Theft,Paper/Films,Yes
AZ,Healthcare Provider,1296,Other,Email,No
CA,Healthcare Provider,30000,Theft,Network Server,No
MA,Healthcare Provider,999,Theft,"Laptop, Other Portable Electronic Device",No
PA,Healthcare Provider,860,Theft,Paper/Films,No
NY,Health Plan,31980,Other,Email,No
FL,Healthcare Provider,1449,Unauthorized Access/Disclosure,Electronic Medical Record,No
TX,Health Plan,47683,Theft,Network Server,No
OH,Healthcare Provider,542,Theft,Laptop,No
TX,Business Associate,4469,Unauthorized Access/Disclosure,Paper/Films,Yes
MN,Healthcare Provider,1778,Improper Disposal,Paper/Films,No
AL,Business Associate,25764,Theft,Network Server,Yes
WY,Healthcare Provider,1607,Loss,Paper/Films,No
UT,Healthcare Provider,623,Theft,Laptop,No
FL,Healthcare Provider,2477,Other,Email,No
KY,Healthcare Provider,4500,Theft,Laptop,No
NC,Healthcare Provider,,Unauthorized Access/Disclosure,Network Server,No
CA,Health Plan,30000,Hacking/IT Incident,"Desktop Computer, Laptop, Network Server",No
AZ,Healthcare Provider,616,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
IL,Healthcare Provider,12621,Unauthorized Access/Disclosure,Other,No
MI,Healthcare Provider,1488,Unauthorized Access/Disclosure,Email,No
IL,Healthcare Provider,160000,Other,Paper/Films,No
CO,Healthcare Provider,5000,Theft,Laptop,No
OR,Healthcare Provider,41000,Theft,Laptop,No
CA,Healthcare Provider,,Hacking/IT Incident,Other,No
,,,,,
PA,Health Plan,12450,Improper Disposal,Paper/Films,No
CA,Healthcare Provider,,Theft,"Laptop, Other Portable Electronic Device, Paper/Films",No
FL,Healthcare Provider,1859,Unauthorized Access/Disclosure,Email,No
TX,Healthcare Provider,7029,Hacking/IT Incident,Network Server,No
MO,Healthcare Provider,4000,Unauthorized Access/Disclosure,"Email, Network Server",No
IN,Healthcare Provider,43890,Theft,Laptop,No
,,,,,
CA,Healthcare Provider,1030,Theft,Desktop Computer,No
TN,Health Plan,79000,Unauthorized Access/Disclosure,Other,No
OH,Healthcare Provider,833,Unauthorized Access/Disclosure,Electronic Medical Record,No
FL,Healthcare Provider,500,Improper Disposal,"Desktop Computer, Laptop",No
TX,Healthcare Provider,4920,Theft,Paper/Films,No
NY,Healthcare Provider,5117,Theft,Other Portable Electronic Device,No
TX,Healthcare Provider,1600,Hacking/IT Incident,Desktop Computer,No
CA,Healthcare Provider,845,Unauthorized Access/Disclosure,Electronic Medical Record,No
CA,Healthcare Provider,1285,Unauthorized Access/Disclosure,Email,No
WA,Healthcare Provider,2000,Theft,"Other Portable Electronic Device, Paper/Films",No
MD,Health Plan,630,Unauthorized Access/Disclosure,Paper/Films,No
CA,Healthcare Provider,7925,Theft,Laptop,No
TX,Healthcare Provider,678,Theft,Laptop,No
MA,Healthcare Provider,14100,Theft,Other,No
TN,Healthcare Provider,56694,Theft,Other Portable Electronic Device,No
MS,Healthcare Provider,19000,Improper Disposal,Paper/Films,No
OH,Healthcare Provider,5000,Improper Disposal,Paper/Films,No
NY,Health Plan,2772,Theft,"Laptop, Other Portable Electronic Device",No
IL,Business Associate,680,Loss,Paper/Films,Yes
NC,Healthcare Provider,955,Loss,Paper/Films,No
HI,Business Associate,2809,Loss,Paper/Films,No
FL,Healthcare Provider,600,Unauthorized Access/Disclosure,Email,No
IN,Health Plan,,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,3000,Unauthorized Access/Disclosure,Other,No
TX,Health Plan,8700,Unauthorized Access/Disclosure,Other,No
DC,Healthcare Provider,18000,Hacking/IT Incident,Email,No
NV,Healthcare Provider,2153,Theft,Laptop,No
IN,Healthcare Provider,63325,Unauthorized Access/Disclosure,Paper/Films,No
CA,Healthcare Provider,3224,Theft,Network Server,No
FL,Healthcare Provider,686,Unauthorized Access/Disclosure,"Desktop Computer, Electronic Medical Record",No
LA,Healthcare Provider,6909,Unauthorized Access/Disclosure,"Desktop Computer, Electronic Medical Record, Laptop",No
GA,Healthcare Provider,570,Hacking/IT Incident,Network Server,No
GA,Health Plan,557779,Hacking/IT Incident,Network Server,No
GA,Health Plan,355127,Hacking/IT Incident,Network Server,No
KS,Healthcare Provider,4668,Loss,Paper/Films,No
IN,Healthcare Provider,3952,Hacking/IT Incident,Email,No
OR,Healthcare Provider,2207,Unauthorized Access/Disclosure,Paper/Films,No
CA,Healthcare Provider,1342,Theft,Paper/Films,Yes
CA,Healthcare Provider,1233,Loss,Laptop,No
IN,Health Plan,38351,Theft,Other Portable Electronic Device,No
CA,Healthcare Provider,2500,Theft,Other,No
NY,Healthcare Provider,7448,Unauthorized Access/Disclosure,"Other, Paper/Films",No
VA,Health Plan,697586,Hacking/IT Incident,Network Server,No
IN,Health Plan,78800000,Hacking/IT Incident,Network Server,No
OK,Healthcare Provider,4000,Hacking/IT Incident,"Desktop Computer, Network Server",No
FL,Healthcare Provider,14177,Hacking/IT Incident,Email,No
WA,Health Plan,11000000,Hacking/IT Incident,Network Server,No
MI,Health Plan,3903,Theft,Paper/Films,No
OR,Healthcare Provider,151626,Hacking/IT Incident,Other,No
IL,Health Plan,2743,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,600,Theft,Laptop,No
IN,Healthcare Provider,650,Loss,Paper/Films,No
FL,Healthcare Provider,8700,Unauthorized Access/Disclosure,Other,No
FL,Healthcare Provider,1406,Unauthorized Access/Disclosure,Paper/Films,No
MA,Healthcare Provider,2473,Loss,Paper/Films,No
TX,Health Plan,50000,Hacking/IT Incident,Network Server,No
NY,Health Plan,43068,Hacking/IT Incident,Network Server,No
FL,Healthcare Provider,627,Loss,Paper/Films,No
IL,Health Plan,880,Hacking/IT Incident,Network Server,No
TX,Health Plan,1688,Hacking/IT Incident,Network Server,No
FL,Health Plan,500,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record, Email, Network Server",No
TX,Healthcare Provider,7700,Theft,Network Server,No
,Health Plan,1458,Unauthorized Access/Disclosure,Other,No
CO,Healthcare Provider,508,Unauthorized Access/Disclosure,Paper/Films,No
TN,Health Plan,862,Unauthorized Access/Disclosure,Paper/Films,No
SC,Health Plan,550,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,826,Theft,Paper/Films,No
GA,Health Plan,958,Unauthorized Access/Disclosure,Paper/Films,No
PA,Healthcare Provider,81463,Unauthorized Access/Disclosure,"Desktop Computer, Paper/Films",No
MT,Healthcare Provider,7038,Hacking/IT Incident,Other,No
CA,Healthcare Provider,845,Unauthorized Access/Disclosure,Email,No
NV,Healthcare Provider,8791,Unauthorized Access/Disclosure,Electronic Medical Record,No
IL,Health Plan,782,Hacking/IT Incident,Network Server,No
MN,Health Plan,10946,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,873,Unauthorized Access/Disclosure,Email,No
MN,Healthcare Provider,838,Unauthorized Access/Disclosure,Paper/Films,No
FL,Health Plan,3074,Hacking/IT Incident,Network Server,No
KY,Health Plan,5440,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,874,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
IN,Healthcare Provider,756,Hacking/IT Incident,Email,No
NY,Healthcare Provider,563,Loss,Laptop,No
IL,Healthcare Provider,2984,Unauthorized Access/Disclosure,Paper/Films,No
MO,Health Plan,12500,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,1787,Theft,Other,No
NJ,Healthcare Provider,1447,Unauthorized Access/Disclosure,Email,No
,Health Plan,500,Theft,Desktop Computer,No
OH,Healthcare Provider,2584,Loss,Paper/Films,No
MD,Healthcare Provider,24967,Hacking/IT Incident,Email,No
TX,Healthcare Provider,39000,Hacking/IT Incident,Email,No
TN,Healthcare Provider,1726,Improper Disposal,"Other, Paper/Films",No
OH,Healthcare Provider,2000,Unauthorized Access/Disclosure,Paper/Films,No
TX,Health Plan,880,Hacking/IT Incident,Network Server,No
KS,Healthcare Provider,864,Loss,Paper/Films,No
IL,Healthcare Provider,3000,Theft,Laptop,No
CA,Healthcare Provider,4885,Unauthorized Access/Disclosure,"Desktop Computer, Electronic Medical Record, Email, Laptop, Network Server, Other Portable Electronic Device",No
NY,Healthcare Provider,3334,Unauthorized Access/Disclosure,Email,No
NY,Healthcare Provider,90060,Unauthorized Access/Disclosure,Email,No
CA,Healthcare Provider,880,Theft,Paper/Films,No
MA,Healthcare Provider,3321,Hacking/IT Incident,Network Server,No
IL,Healthcare Provider,1138,Loss,Paper/Films,No
CA,Healthcare Provider,1339,Loss,Paper/Films,No
FL,Healthcare Provider,1000,Unauthorized Access/Disclosure,"Email, Network Server, Other Portable Electronic Device",No
PA,Healthcare Provider,2259,Theft,Other,No
NC,Business Associate,20512,Theft,Other,Yes
PA,Healthcare Provider,1551,Theft,Desktop Computer,No
OH,Healthcare Provider,981,Hacking/IT Incident,Desktop Computer,No
GA,Health Plan,6166,Unauthorized Access/Disclosure,Paper/Films,No
MN,Healthcare Provider,4725,Theft,Laptop,No
IL,Healthcare Provider,632,Unauthorized Access/Disclosure,Desktop Computer,No
CA,,1342,Theft,"Desktop Computer, Laptop, Paper/Films",Yes
FL,Healthcare Provider,506,Theft,Laptop,No
MD,Health Plan,1100000,Hacking/IT Incident,Network Server,No
IL,Healthcare Provider,8300,Unauthorized Access/Disclosure,Paper/Films,No
IN,Healthcare Provider,306789,Hacking/IT Incident,Email,No
NY,Healthcare Provider,3403,Unauthorized Access/Disclosure,Paper/Films,No
NY,Healthcare Provider,567,Unauthorized Access/Disclosure,Electronic Medical Record,No
NY,Healthcare Provider,3957,Unauthorized Access/Disclosure,Email,No
OR,Health Plan,14000,Theft,Laptop,No
PA,Healthcare Provider,2345,Theft,"Other, Paper/Films",No
CA,Business Associate,995,Theft,Laptop,Yes
SC,Healthcare Provider,50000,Improper Disposal,Other Portable Electronic Device,No
CA,Healthcare Provider,1170,Theft,"Desktop Computer, Other Portable Electronic Device, Paper/Films",No
CA,Healthcare Provider,6871,Theft,"Network Server, Other",No
MO,Healthcare Provider,503,Unauthorized Access/Disclosure,Other,No
MD,Healthcare Provider,500,Unauthorized Access/Disclosure,"Other, Paper/Films",No
CA,Health Plan,843,Unauthorized Access/Disclosure,Network Server,No
CT,Healthcare Provider,2722,Theft,Laptop,No
NV,Healthcare Provider,12000,Theft,"Electronic Medical Record, Laptop, Network Server, Other, Other Portable Electronic Device",No
TX,Health Plan,6600,Unauthorized Access/Disclosure,Network Server,No
TN,Healthcare Provider,9627,Theft,"Email, Laptop, Paper/Films",No
TX,Business Associate,18213,Theft,Laptop,Yes
LA,Healthcare Provider,3000,Theft,"Desktop Computer, Electronic Medical Record, Laptop",No
CA,Healthcare Provider,4859,Unauthorized Access/Disclosure,Electronic Medical Record,No
NY,Healthcare Provider,4223,Unauthorized Access/Disclosure,Other,No
IL,Business Associate,2860,Hacking/IT Incident,Network Server,Yes
NY,Healthcare Provider,509,Theft,Electronic Medical Record,No
RI,Healthcare Provider,12914,Theft,Desktop Computer,No
MD,Healthcare Provider,1029,Unauthorized Access/Disclosure,Electronic Medical Record,No
PA,Health Plan,722,Unauthorized Access/Disclosure,Email,No
FL,Healthcare Provider,3421,Unauthorized Access/Disclosure,Electronic Medical Record,No
OK,Healthcare Provider,7693,Theft,Laptop,No
MI,Health Plan,7666,Hacking/IT Incident,Network Server,No
GA,Health Plan,2983,Unauthorized Access/Disclosure,Email,No
MA,Healthcare Provider,648,Unauthorized Access/Disclosure,Email,No
FL,Health Plan,7549,Unauthorized Access/Disclosure,Paper/Films,No
DC,Healthcare Provider,1445,Unauthorized Access/Disclosure,Paper/Films,No
NY,Healthcare Provider,621,Loss,Paper/Films,No
MN,Healthcare Provider,601,Unauthorized Access/Disclosure,Electronic Medical Record,No
AZ,Healthcare Provider,633,Loss,Other Portable Electronic Device,No
AR,Health Plan,560,Theft,Desktop Computer,No
CA,Healthcare Provider,4500000,Hacking/IT Incident,Network Server,No
MD,Health Plan,1475,Hacking/IT Incident,Network Server,No
NY,Healthcare Provider,12517,Theft,"Desktop Computer, Electronic Medical Record",No
IN,Business Associate,3900000,Hacking/IT Incident,"Electronic Medical Record, Network Server",Yes
MT,Healthcare Provider,6500,Unauthorized Access/Disclosure,Paper/Films,No
NY,Health Plan,5338,Hacking/IT Incident,Electronic Medical Record,No
CT,Healthcare Provider,855,Unauthorized Access/Disclosure,Electronic Medical Record,No
OH,Healthcare Provider,1006,Loss,Other Portable Electronic Device,No
MA,Healthcare Provider,12673,Loss,Other Portable Electronic Device,No
CA,Business Associate,1494,Unauthorized Access/Disclosure,Laptop,Yes
MA,Healthcare Provider,1651,Unauthorized Access/Disclosure,Paper/Films,No
SD,Healthcare Provider,1111,Loss,Paper/Films,No
SD,Healthcare Provider,13000,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,69246,Theft,Laptop,No
CA,Healthcare Provider,9000,Theft,"Desktop Computer, Laptop",No
SD,Healthcare Provider,1168,Unauthorized Access/Disclosure,Paper/Films,No
MA,Healthcare Provider,2071,Loss,Other Portable Electronic Device,No
KY,Healthcare Provider,2060,Unauthorized Access/Disclosure,Email,No
VT,Healthcare Provider,2000,Theft,"Laptop, Other Portable Electronic Device",No
TX,Healthcare Provider,1004,Theft,"Other Portable Electronic Device, Paper/Films",No
IL,Healthcare Provider,8345,Unauthorized Access/Disclosure,Paper/Films,No
OH,Healthcare Provider,1400,Unauthorized Access/Disclosure,Other,No
WA,Healthcare Provider,1426,Loss,Paper/Films,No
CO,Health Plan,1622,Unauthorized Access/Disclosure,Paper/Films,No
MN,Healthcare Provider,160000,Theft,Laptop,No
IL,Healthcare Provider,10000,Hacking/IT Incident,Network Server,No
OR,Healthcare Provider,1500,Unauthorized Access/Disclosure,Email,No
FL,Healthcare Provider,13000,Theft,Paper/Films,No
CA,Healthcare Provider,1200,Theft,"Desktop Computer, Laptop, Network Server, Other Portable Electronic Device",No
OH,Healthcare Provider,7664,Loss,Other Portable Electronic Device,No
CA,Healthcare Provider,2000,Theft,Desktop Computer,No
MS,Healthcare Provider,846,Theft,Electronic Medical Record,No
GA,Health Plan,800,Unauthorized Access/Disclosure,Paper/Films,No
MN,Healthcare Provider,1450,Theft,Laptop,No
CA,Healthcare Provider,1242,Theft,Laptop,No
FL,Healthcare Provider,1508,Unauthorized Access/Disclosure,Paper/Films,No
MI,Healthcare Provider,16107,Hacking/IT Incident,Email,No
NY,Health Plan,10000000,Hacking/IT Incident,Network Server,No
NC,Health Plan,807,Unauthorized Access/Disclosure,Paper/Films,No
NC,Health Plan,1530,Unauthorized Access/Disclosure,Paper/Films,No
CA,Healthcare Provider,2302,Unauthorized Access/Disclosure,Email,No
NY,Health Plan,721,Unauthorized Access/Disclosure,Paper/Films,No
LA,Healthcare Provider,14500,Theft,Laptop,No
FL,Healthcare Provider,2075,Hacking/IT Incident,Network Server,No
IL,Health Plan,501,Theft,Paper/Films,No
CA,Health Plan,54203,Theft,Desktop Computer,No
VA,Healthcare Provider,3650,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record, Network Server",No
AZ,Healthcare Provider,3311,Unauthorized Access/Disclosure,Paper/Films,No
IL,Healthcare Provider,1009,Theft,"Laptop, Other",No
AZ,Business Associate,2100,Theft,Laptop,Yes
NJ,Health Plan,1173,Unauthorized Access/Disclosure,"Electronic Medical Record, Other",No
CA,Healthcare Provider,857,Unauthorized Access/Disclosure,Network Server,No
CA,Healthcare Provider,1125,Theft,Desktop Computer,No
KY,Health Plan,2815,Theft,"Laptop, Paper/Films",No
AR,Healthcare Provider,6500,Unauthorized Access/Disclosure,Electronic Medical Record,No
VA,Healthcare Provider,1040,Theft,Other Portable Electronic Device,No
KY,Health Plan,2873,Unauthorized Access/Disclosure,Paper/Films,No
MI,Business Associate,2918,Theft,Paper/Films,Yes
MD,Healthcare Provider,2208,Unauthorized Access/Disclosure,Paper/Films,No
OK,Healthcare Provider,4278,Hacking/IT Incident,Email,No
MD,Healthcare Provider,571,Theft,Laptop,No
MO,Healthcare Provider,643,Unauthorized Access/Disclosure,Paper/Films,No
OK,Healthcare Provider,9300,Theft,Laptop,No
MO,Health Plan,8208,Theft,Other Portable Electronic Device,No
AR,Healthcare Provider,1260,Unauthorized Access/Disclosure,Email,No
TX,Healthcare Provider,11100,Hacking/IT Incident,Network Server,No
NY,Healthcare Provider,1581,Theft,Laptop,No
FL,Health Plan,835,Unauthorized Access/Disclosure,Paper/Films,No
NC,Health Plan,1615,Hacking/IT Incident,Email,No
TX,Health Plan,1134,Theft,Other,No
CA,Healthcare Provider,4300,Unauthorized Access/Disclosure,"Laptop, Other Portable Electronic Device",No
OK,Healthcare Provider,4500,Hacking/IT Incident,Email,No
OH,Business Associate,540,Unauthorized Access/Disclosure,Paper/Films,Yes
FL,Healthcare Provider,500,Unauthorized Access/Disclosure,Paper/Films,No
SC,Healthcare Provider,1997,Unauthorized Access/Disclosure,Electronic Medical Record,No
TX,Healthcare Provider,16000,Unauthorized Access/Disclosure,Desktop Computer,No
AL,Healthcare Provider,1680,Theft,Laptop,No
IL,Healthcare Provider,1529,Unauthorized Access/Disclosure,Paper/Films,No
WI,Health Plan,960,Loss,Paper/Films,No
NY,Healthcare Provider,2300,Hacking/IT Incident,Desktop Computer,No
WA,Healthcare Provider,1300,Theft,Laptop,No
SC,Healthcare Provider,3902,Hacking/IT Incident,Network Server,Yes
AK,Healthcare Provider,553,Theft,Email,No
CT,Healthcare Provider,592,Unauthorized Access/Disclosure,Paper/Films,No
AL,Healthcare Provider,986,Theft,Laptop,No
NC,Healthcare Provider,1275,Loss,Other Portable Electronic Device,No
TX,Healthcare Provider,1500,Theft,Laptop,No
WA,Healthcare Provider,1407,Unauthorized Access/Disclosure,Other,No
CO,Healthcare Provider,827,Unauthorized Access/Disclosure,Electronic Medical Record,No
NE,Health Plan,1872,Unauthorized Access/Disclosure,Paper/Films,No
AZ,Healthcare Provider,810,Unauthorized Access/Disclosure,Paper/Films,No
OR,Healthcare Provider,5327,Theft,"Desktop Computer, Paper/Films",No
NM,Healthcare Provider,561,Theft,Laptop,No
NY,Health Plan,687,Unauthorized Access/Disclosure,Paper/Films,No
NY,Health Plan,738,Unauthorized Access/Disclosure,Paper/Films,No
IN,Health Plan,1708,Unauthorized Access/Disclosure,Paper/Films,No
ME,Healthcare Provider,854,Unauthorized Access/Disclosure,Paper/Films,No
TX,Healthcare Provider,659,Theft,Laptop,No
MN,Healthcare Provider,6195,Improper Disposal,Paper/Films,No
WI,Healthcare Provider,509,Theft,Laptop,No
TX,Healthcare Provider,1359,Theft,Laptop,No
CA,Healthcare Provider,1300,Theft,Paper/Films,No
CA,Healthcare Provider,502,Unauthorized Access/Disclosure,Email,No
OH,Healthcare Provider,8830,Hacking/IT Incident,Network Server,No
FL,Healthcare Provider,1457,Theft,Paper/Films,No
MA,Healthcare Provider,1009,Hacking/IT Incident,Email,No
TX,Healthcare Provider,1500,Hacking/IT Incident,Electronic Medical Record,No
CA,Health Plan,20764,Unauthorized Access/Disclosure,Network Server,No
GA,Health Plan,597,Unauthorized Access/Disclosure,Paper/Films,No
HI,Health Plan,10179,Unauthorized Access/Disclosure,Paper/Films,No
MT,Health Plan,28209,Loss,Laptop,No
TX,Health Plan,794,Unauthorized Access/Disclosure,Email,No
IL,Healthcare Provider,1950,Unauthorized Access/Disclosure,Paper/Films,No
IN,Healthcare Provider,1854,Improper Disposal,Paper/Films,No
IA,Healthcare Provider,2300,Loss,Other,No
NY,Healthcare Provider,976,Unauthorized Access/Disclosure,"Desktop Computer, Other",No
MI,Healthcare Provider,700,Unauthorized Access/Disclosure,Paper/Films,No
NE,Business Associate,30972,Theft,Laptop,Yes
WA,Health Plan,91187,Unauthorized Access/Disclosure,Email,No
SC,Business Associate,998,Unauthorized Access/Disclosure,Paper/Films,Yes
MI,Business Associate,552,Unauthorized Access/Disclosure,Paper/Films,Yes
FL,Healthcare Provider,483063,Loss,Paper/Films,No
TN,Healthcare Provider,3000,Theft,Network Server,No
AL,Healthcare Provider,5000,Unauthorized Access/Disclosure,Other,No
WA,Healthcare Provider,603,Unauthorized Access/Disclosure,Paper/Films,No
KS,Healthcare Provider,52076,Theft,Laptop,No
WA,Health Plan,6248,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,43961,Theft,Electronic Medical Record,No
CO,Healthcare Provider,2147,Unauthorized Access/Disclosure,Network Server,No
AR,Healthcare Provider,4800,Unauthorized Access/Disclosure,Electronic Medical Record,No
CA,Healthcare Provider,1024,Hacking/IT Incident,Email,No
AR,Healthcare Provider,1669,Unauthorized Access/Disclosure,Paper/Films,No
IL,Healthcare Provider,880,Theft,Paper/Films,No
NE,Healthcare Provider,5883,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
IL,Healthcare Provider,26588,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
NC,Healthcare Provider,897,Unauthorized Access/Disclosure,Other,No
MI,Healthcare Provider,2808,Loss,Other Portable Electronic Device,No
CA,Healthcare Provider,726,Theft,"Laptop, Other Portable Electronic Device",No
NY,Healthcare Provider,1154,Hacking/IT Incident,Email,No
CA,Health Plan,2373,Unauthorized Access/Disclosure,Paper/Films,No
TX,Healthcare Provider,2000,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record, Email, Laptop, Network Server",No
MT,Healthcare Provider,1124,Unauthorized Access/Disclosure,Paper/Films,No
WA,Healthcare Provider,3000,Hacking/IT Incident,"Desktop Computer, Network Server",No
FL,Healthcare Provider,2000,Theft,"Desktop Computer, Other Portable Electronic Device",No
PA,Healthcare Provider,2939,Unauthorized Access/Disclosure,Other,No
CO,Business Associate,540,Unauthorized Access/Disclosure,Paper/Films,Yes
MN,Business Associate,719,Unauthorized Access/Disclosure,Paper/Films,Yes
CA,Business Associate,2426,Unauthorized Access/Disclosure,Paper/Films,Yes
FL,Healthcare Provider,3906,Theft,Laptop,No
AR,Healthcare Provider,19397,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
FL,Healthcare Provider,650,Hacking/IT Incident,Network Server,No
FL,Healthcare Provider,532,Unauthorized Access/Disclosure,Other,No
CT,Healthcare Provider,1000,Unauthorized Access/Disclosure,Email,No
OK,Health Plan,2664,Unauthorized Access/Disclosure,Paper/Films,No
FL,Healthcare Provider,1076,Unauthorized Access/Disclosure,Paper/Films,No
WI,Healthcare Provider,2734,Theft,"Desktop Computer, Other Portable Electronic Device",No
OR,Healthcare Provider,1506,Hacking/IT Incident,Desktop Computer,No
FL,Healthcare Provider,648,Theft,Paper/Films,No
FL,Healthcare Provider,648,Theft,Paper/Films,No
WY,Healthcare Provider,3184,Hacking/IT Incident,Email,No
CA,Business Associate,2451,Theft,Paper/Films,Yes
OH,Healthcare Provider,975,Loss,Other,No
OH,Healthcare Provider,23341,Hacking/IT Incident,Email,No
DC,Healthcare Provider,4107,Unauthorized Access/Disclosure,Network Server,No
OK,Healthcare Provider,2199,Hacking/IT Incident,Email,No
TX,Healthcare Provider,19898,Theft,Laptop,No
SC,Healthcare Provider,1500,Unauthorized Access/Disclosure,Paper/Films,No
FL,Healthcare Provider,87314,Hacking/IT Incident,Network Server,No
IN,Healthcare Provider,7500,Hacking/IT Incident,Network Server,No
AR,Health Plan,2602,Unauthorized Access/Disclosure,Email,No
CA,Healthcare Provider,649,Theft,Laptop,No
KY,Healthcare Provider,971,Theft,"Laptop, Other Portable Electronic Device",No
AL,Business Associate,9009,Theft,Laptop,Yes
MI,Healthcare Provider,4082,Hacking/IT Incident,"Desktop Computer, Network Server",No
AZ,Healthcare Provider,1067,Theft,Paper/Films,No
FL,Healthcare Provider,505,Hacking/IT Incident,Other,No
OH,Health Plan,591,Unauthorized Access/Disclosure,Paper/Films,No
GA,Health Plan,930,Unauthorized Access/Disclosure,Paper/Films,No
CA,,1370,Unauthorized Access/Disclosure,Email,Yes
PA,Healthcare Provider,800,Theft,"Electronic Medical Record, Paper/Films",No
PA,Healthcare Provider,19776,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
CA,Healthcare Provider,4386,Unauthorized Access/Disclosure,Electronic Medical Record,No
MI,Health Plan,771,Unauthorized Access/Disclosure,Paper/Films,No
DC,Healthcare Provider,1062,Theft,Paper/Films,No
AR,Healthcare Provider,16200,Hacking/IT Incident,Network Server,No
FL,Business Associate,2500,Hacking/IT Incident,Network Server,Yes
NM,Healthcare Provider,2827,Unauthorized Access/Disclosure,Paper/Films,No
CO,Healthcare Provider,2250,Hacking/IT Incident,Electronic Medical Record,No
TN,Healthcare Provider,6853,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,1468,Unauthorized Access/Disclosure,Paper/Films,No
AR,Healthcare Provider,27393,Unauthorized Access/Disclosure,Paper/Films,No
SC,Healthcare Provider,1437,Unauthorized Access/Disclosure,Paper/Films,No
KY,Healthcare Provider,1682,Unauthorized Access/Disclosure,Email,No
OH,Healthcare Provider,6441,Hacking/IT Incident,Network Server,No
VA,Healthcare Provider,578,Unauthorized Access/Disclosure,Paper/Films,No
MO,Healthcare Provider,31000,Hacking/IT Incident,Network Server,No
CA,Health Plan,1212,Improper Disposal,Paper/Films,No
TX,Health Plan,600,Loss,Paper/Films,No
TX,Healthcare Provider,717,Unauthorized Access/Disclosure,Paper/Films,No
NC,Healthcare Provider,13674,Hacking/IT Incident,Network Server,No
NY,Healthcare Provider,650,Unauthorized Access/Disclosure,Email,No
VA,Healthcare Provider,2000,Improper Disposal,Other Portable Electronic Device,No
MA,Healthcare Provider,4293,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,520,Unauthorized Access/Disclosure,Other,No
AR,Healthcare Provider,17100,Hacking/IT Incident,Network Server,No
TN,Healthcare Provider,1100,Hacking/IT Incident,Other,No
OH,Healthcare Provider,850,Unauthorized Access/Disclosure,Electronic Medical Record,No
FL,Health Plan,1479,Unauthorized Access/Disclosure,Email,No
MN,Healthcare Provider,1945,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,2473,Hacking/IT Incident,Electronic Medical Record,No
OR,Healthcare Provider,5978,Unauthorized Access/Disclosure,Electronic Medical Record,No
FL,Healthcare Provider,2500,Theft,Paper/Films,No
TX,Healthcare Provider,1326,Unauthorized Access/Disclosure,Paper/Films,No
CA,Healthcare Provider,2000,Theft,Laptop,No
OH,Business Associate,7784,Theft,Paper/Films,Yes
DE,Business Associate,1679,Unauthorized Access/Disclosure,"Email, Other Portable Electronic Device",Yes
TX,Healthcare Provider,697,Unauthorized Access/Disclosure,Email,No
AL,Healthcare Provider,7200,Unauthorized Access/Disclosure,"Electronic Medical Record, Other",No
AZ,Healthcare Provider,854,Theft,Laptop,No
PA,Healthcare Provider,992,Unauthorized Access/Disclosure,Email,No
IL,Healthcare Provider,533,Unauthorized Access/Disclosure,Email,No
MD,Healthcare Provider,907,Unauthorized Access/Disclosure,Email,No
FL,Healthcare Provider,957,Unauthorized Access/Disclosure,Paper/Films,No
AZ,Healthcare Provider,882590,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,1025,Theft,Other Portable Electronic Device,No
TN,Healthcare Provider,500,Theft,Paper/Films,No
NC,Healthcare Provider,1000,Loss,Other Portable Electronic Device,No
CA,Health Plan,87069,Unauthorized Access/Disclosure,Other,No
CA,Health Plan,1000,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
KY,Healthcare Provider,674,Unauthorized Access/Disclosure,Email,No
WA,Healthcare Provider,10700,Unauthorized Access/Disclosure,Email,No
CA,Healthcare Provider,743,Theft,Paper/Films,No
OR,Healthcare Provider,1980,Hacking/IT Incident,Network Server,No
